sentence,label,label_name,dataset
定制橱柜安装完，台面接缝明显，重做要多久？,1,business,train
小提琴琴弦断了,1,business,train
水晶手链珠子大小不一，做工太差,3,escalate,train
记下来：商户退出时知识库数据保留30天,2,knowledge_mgmt,train
有没有店铺红包可以领取,0,knowledge_qa,train
瑜伽垫是NBR还是TPE？跪着膝盖疼不疼,0,knowledge_qa,train
上传规则：自动回复模板每月更新一次,2,knowledge_mgmt,train
考研数学，哪个老师讲得细？,0,knowledge_qa,train
轮胎买四条送四轮定位吗？,0,knowledge_qa,train
全屋定制安装完，板材有异味，甲醛超标？,3,escalate,train
帮忙录入：维修期间提供备用机服务,2,knowledge_mgmt,train
银饰断了,1,business,train
生鲜能不能备注“放门口”？别敲门,1,business,train
算了，我自己去查物流吧，问你也说不清楚,0,knowledge_qa,train
行吧，那我再等等，别耽误产线啊,0,knowledge_qa,train
宠物狗是泰迪，想买个衣服，冬天穿的,0,knowledge_qa,train
漫展票能退吗？疫情原因,1,business,train
花苗收到枯萎了,1,business,train
鞋子到哪了？说好的48小时送达,1,business,train
承诺48小时发货，现在72小时了还在“待揽收”，虚假宣传？,3,escalate,train
尤克里里品丝刮手，打磨都不打磨吗,1,business,train
近视手术术后第二天复查，需要空腹吗？,0,knowledge_qa,train
保存：大促期间发货延迟至72小时,2,knowledge_mgmt,train
客厅地毯，耐脏，好打理，有推荐吗,0,knowledge_qa,train
帮忙录入：换货需在签收后15天内申请,2,knowledge_mgmt,train
种子种下去不发芽，是不是过期了,1,business,train
你们这质量，狗都不买,3,escalate,train
人工！人工！金饰急事！别发自动回复！,0,knowledge_qa,train
眼霜含A醇吗？我敏感肌怕不耐受,0,knowledge_qa,train
人工！人工！服饰急事！别发自动回复！,0,knowledge_qa,train
车垫有异味，晾了一周还有,1,business,train
这款床垫偏软还是偏硬,0,knowledge_qa,train
置物架物流显示“拒签”，但我没拒签啊,1,business,train
洗碗机洗不干净，有残留,1,business,train
能不能备注“务必本人签收”？别又给我放门口,1,business,train
安全座椅有3C认证吗？支持ISOFIX接口吗,0,knowledge_qa,train
存一下：手机激活后不支持无理由退货,2,knowledge_mgmt,train
漫画缺页，印刷错误，这是正版？,3,escalate,train
漫展票能改日期吗？Cosplay服装没到,1,business,train
行吧，那我再等等，别耽误我做饭啊,0,knowledge_qa,train
定制衣柜的板材是E0级还是ENF级？有检测报告吗,0,knowledge_qa,train
在吗,0,knowledge_qa,train
耳机连接不稳定，断断续续，怎么修？,1,business,train
保价多久啊，明天降价了退不退差价,0,knowledge_qa,train
批量货走专线，现在到哪了？,1,business,train
能不能让快递晚上8点后再送？白天家里没人,1,business,train
批量采购的赠品漏发，补发能不能和主货一起走？,1,business,train
鉴定说是假包，平台还不认，黑店？,3,escalate,train
祝你今天开心,0,knowledge_qa,train
腮红色号选错了，还没发货能改吗,1,business,train
刚买完就降价50，客服说“活动不同”，当我傻？,3,escalate,train
鲜花收到有异味,1,business,train
说是“台版”，结果全是简体字，盗版？,3,escalate,train
退款怎么还没到账？都过24小时了,1,business,train
全屋定制安装完，尺寸错了，塞不进去，怎么办？,3,escalate,train
保存：工单关闭后7天内可申请复议,2,knowledge_mgmt,train
遮瑕膏老客回购有券吗？,0,knowledge_qa,train
现在买猫粮有买一送一吗？,0,knowledge_qa,train
热水器安装费收了300，明细发我看看,0,knowledge_qa,train
批量拿货，运费能不能免了？,0,knowledge_qa,train
近视手术术后干眼，多久能好？,1,business,train
想要双适合跑步的鞋，不磨脚，有推荐吗,0,knowledge_qa,train
微胖男生，肚子大，遮肚子的T恤有吗？,0,knowledge_qa,train
车载冰箱不制冷了，放车里当摆设吗,1,business,train
买的电子书会员，怎么在iPad上登录不了？,0,knowledge_qa,train
古筝音不准，调了也调不准,1,business,train
婴儿推车物流三天没更新，是不是卡中转了,1,business,train
旧包回收能抵多少钱？,0,knowledge_qa,train
这个价格后面还会降吗,0,knowledge_qa,train
帮我记录一下：配送范围以快递公司覆盖区域为准,2,knowledge_mgmt,train
洗衣机漏水了,1,business,train
退款为什么还没到账,1,business,train
代练用的外挂，号被永封了，赔钱！,3,escalate,train
猫粮吃了拉稀，客服说是“换粮正常反应”，骗鬼呢,3,escalate,train
车载吸尘器不好,1,business,train
好的，收到了，谢啦，记得放冰袋,0,knowledge_qa,train
刚才说的那个成分，是玻色因还是胜肽？我没听清,0,knowledge_qa,train
能不能拆单发货，急用的先发，不急的慢慢来,1,business,train
置物架少发了螺丝，装不上，急用,1,business,train
轮胎装反了，花纹方向不对，你们专业吗？,3,escalate,train
辛苦了，大晚上的还在处理生鲜工单,0,knowledge_qa,train
宿舍限电500W，有没有能用的吹风机,0,knowledge_qa,train
退货说包装破损，我寄回去什么样就是什么样！,3,escalate,train
架子鼓坏了,1,business,train
儿童手表能插卡打电话吗？支持移动的还是联通的？,0,knowledge_qa,train
退货地址填错了，快递退回来了，这运费算谁的？,1,business,train
那个...就是那个戴森平替，有没有风力大点但声音小的，别太贵,0,knowledge_qa,train
定制T恤尺码选错了，还没发货能改吗？,1,business,train
这个包自重多少？我肩膀不好，超过800克不要,0,knowledge_qa,train
展览票能改时间吗？下周临时有事去不了,1,business,train
奶粉是国行版还是跨境版？需要身份证清关吗,0,knowledge_qa,train
添加规则：满199包邮，偏远地区加收5元,2,knowledge_mgmt,train
二手卖家拉黑我了，平台也不管，当我是韭菜？,3,escalate,train
洗碗机洗不干净，碗上全是油渍，退货！,1,business,train
全屋定制安装完，五金件生锈，换还是赔？,1,business,train
全屋定制安装完，封边开裂，重做要多久？,1,business,train
添加规则：政策变更需经过商户确认后生效,2,knowledge_mgmt,train
你们这发货速度，是坐牛车来的吗？,3,escalate,train
脱口秀门票没收到电子码，马上开场了急死了！,1,business,train
在吗？问个数码产品的事,0,knowledge_qa,train
会员买金饰有折扣吗？,0,knowledge_qa,train
置物架是碳钢还是不锈钢？生锈吗,0,knowledge_qa,train
老客回购轮胎，有专属价吗？,0,knowledge_qa,train
网课视频画质太糊了，根本看不清板书,1,business,train
可以把颜色改成黑色吗,1,business,train
车垫坏了,1,business,train
脱口秀票能退吗？演员没来,3,escalate,train
奶粉有没有那种好冲泡的，不结块的,0,knowledge_qa,train
行吧，那我再等等，别耽误我露营啊,0,knowledge_qa,train
这个帮我记住：会员享9折优惠，积分可抵扣现金,2,knowledge_mgmt,train
批量采购1000台，能给到几折？,0,knowledge_qa,train
退货说我有洗涤痕迹，我根本没洗过！,3,escalate,train
烘干机烘不干，衣服拿出来还是潮的,1,business,train
轮胎买四条送安装吗？,0,knowledge_qa,train
粉底液适合干皮吗？不卡粉,0,knowledge_qa,train
虚拟商品发货后，能不能改个接收邮箱？,1,business,train
虚拟商品说“秒发”，结果等了3小时，虚假宣传？,3,escalate,train
电子琴音色不对，跟说明书不一样,1,business,train
粉底液防晒指数多少？需要额外涂防晒吗,0,knowledge_qa,train
保质期到25年几月啊？别给我发24年的临期品,0,knowledge_qa,train
近视手术术前检查，散瞳后多久能恢复？,0,knowledge_qa,train
现在买书有跨店满减吗？怎么凑,0,knowledge_qa,train
在的，请说，别发链接，我不点,0,knowledge_qa,train
帮我记一下：本店支持7天无理由退换货,2,knowledge_mgmt,train
宠物住院费一天多少钱？包含检查吗？,0,knowledge_qa,train
上传规则：缺货商品需在页面标注预售时间,2,knowledge_mgmt,train
还没付款，能不能改个优惠券，刚才选错了,1,business,train
生鲜还没发货，能不能把“5斤装”改成“10斤装”,1,business,train
有没有适合学生党的笔记本,0,knowledge_qa,train
定制的手机壳，名字拼错了，把‘张三’印成了‘张二’，重做！,1,business,train
电动牙刷充不进电，指示灯一直闪红灯,1,business,train
音乐节阵容临时换人，能退票吗？,3,escalate,train
赠品不要了，能不能折现？,1,business,train
婴儿纸尿裤漏尿了，半夜床单全湿了,1,business,train
软件激活码用不了，提示已被使用,1,business,train
有没有那种不勒肚子的内裤？,0,knowledge_qa,train
推荐一款适合办公室午睡的靠枕,0,knowledge_qa,train
海鲜收到化冻了，还能吃吗？赔不赔,1,business,train
保养用的机油是假的？闻着味道不对,3,escalate,train
软件更新后功能没了,3,escalate,train
能不能把两个颜色各发一件？我想对比下,1,business,train
地址填成旧的了，还没揽收，赶紧改！不然拒收！,1,business,train
日常通勤戴的珍珠项链，别太夸张的,0,knowledge_qa,train
推荐一款续航长的智能手表,0,knowledge_qa,train
行车记录仪内存卡插进去不识别，格式化也不行,1,business,train
保存一下：本店所有商品支持30天价保,2,knowledge_mgmt,train
手机壳买两个有优惠吗？,0,knowledge_qa,train
定制窗帘的遮光率能达到90%以上吗,0,knowledge_qa,train
精华液会员积分能抵扣吗？我有3000积分,0,knowledge_qa,train
猫砂推荐个除臭好的，家里味道大,0,knowledge_qa,train
书里缺页，印刷错误，怎么退,1,business,train
车载空气净化器没效果，PM2.5还是高,1,business,train
添加知识：敏感词库含500+违禁词自动拦截,2,knowledge_mgmt,train
保养时间改到周六下午，工作日没空,1,business,train
存储规则：电子发票和纸质发票具有同等效力,2,knowledge_mgmt,train
空调安装完，外机支架生锈，安全隐患！,3,escalate,train
想要个适合送女朋友的礼物，预算200，有创意点的,0,knowledge_qa,train
退货退款选“描述不符”，会不会影响卖家信誉？,1,business,train
这件衬衫透气性怎么样,0,knowledge_qa,train
软件卸载不干净，注册表还有残留,1,business,train
生鲜两个订单能合并发吗？不想付两次运费,1,business,train
绿萝死了,1,business,train
企业采购的货，能不能指定物流商？,1,business,train
年框协议签了，但这次下单没走协议价,0,knowledge_qa,train
收到货可以七天无理由退吗,1,business,train
奶粉手机号填错了，快递联系不上我,1,business,train
再也不会来你们店买了,3,escalate,train
定制衣柜门板颜色发错了，重做要多久,1,business,train
热水器坏了,1,business,train
预算三千买什么电脑,0,knowledge_qa,train
笔记本主要剪4K视频，内存32G够吗？,0,knowledge_qa,train
想要本适合通勤看的短篇，别太长,0,knowledge_qa,train
鲜花不好,1,business,train
烤箱内胆生锈了,1,business,train
车衣有划痕，贴了个寂寞,1,business,train
猫绝育后呕吐，是不是麻醉反应？,1,business,train
跑鞋尺码选错了，还没发货能改吗,1,business,train
订单显示已发货怎么查不到物流,1,business,train
物流显示“退回”，但我没申请退货啊？,1,business,train
有没有适合婴儿使用的奶瓶,0,knowledge_qa,train
尺码不合适，但吊牌剪了，还能换吗,1,business,train
宠物狗是小型犬，想买个牵引绳，不勒脖子的,0,knowledge_qa,train
车载吸尘器吸力太小，吸不干净,1,business,train
设计图改了十次还不满意，能退定金吗,1,business,train
沙发皮面裂了，客服说是正常老化，骗鬼呢,1,business,train
猫粮想要个低敏的，玻璃胃猫咪，别推高蛋白的,0,knowledge_qa,train
手机修了三次还没修好，这什么技术？,3,escalate,train
书脊断了，不影响看，能赔点钱吗,1,business,train
凑单那个链接失效了，还有别的能凑吗,0,knowledge_qa,train
腮红老客回购有券吗？,0,knowledge_qa,train
猫粮里有异物，吃出问题了，赔钱！,3,escalate,train
云盘限速太严重，下载个文件要一天,3,escalate,train
萨克斯按键漏气，吹不响,1,business,train
轮胎生产日期是23年第几周的？别发库存胎,0,knowledge_qa,train
手机屏幕碎了，说是人为的不保修，我不认！,3,escalate,train
二胡不好,1,business,train
钢琴坏了,1,business,train
帮我记：所有鞋子建议买大半码,2,knowledge_mgmt,train
那个跨店满减是每满300减50吗？还是减30？,0,knowledge_qa,train
定制窗帘的布料能不能换成遮光更好的,1,business,train
医美项目做完，恢复期多久？,0,knowledge_qa,train
有没有那种不勒腿的袜子，我腿粗,0,knowledge_qa,train
正畸托槽掉了，不小心吞咽下去了，有事吗？,1,business,train
小个子男生，170以下，别买那种长款风衣,0,knowledge_qa,train
买的视频会员能在电视上用吗？,0,knowledge_qa,train
轮胎规格选错了，能改成225/50,R17吗？,1,business,train
帐篷地址填错了，还没揽收，赶紧改,1,business,train
金饰工费能不能打折？太贵了,0,knowledge_qa,train
现在买书有满减吗？凑单怎么弄,0,knowledge_qa,train
收录：商户保证金在退店后30天退还,2,knowledge_mgmt,train
钻戒戒托变形了,1,business,train
绿萝不好,1,business,train
炉头打不着火，是不是气罐问题？,1,business,train
书能不能备注“放驿站”？别送上门,1,business,train
铂金戒指尺寸不对，改不了,1,business,train
粉底液能不能改发顺丰？补差价我出,1,business,train
存一下：知识库数据支持CSV批量导入,2,knowledge_mgmt,train
存一下：发票需在收货后30天内申请,2,knowledge_mgmt,train
现在买猫砂有第二件半价吗？,0,knowledge_qa,train
存一下：知识条目过期后自动下架,2,knowledge_mgmt,train
录入：知识条目过期后自动下架,2,knowledge_mgmt,train
收录：手机激活后不支持无理由退货,2,knowledge_mgmt,train
炉头凑单满减，那个链接失效了,0,knowledge_qa,train
多肉不好,1,business,train
全屋定制安装完，柜门缝隙太大，能调吗？,1,business,train
换的轮胎没做动平衡，高速方向盘抖，你们负责吗？,3,escalate,train
车载香薰夹子断了,1,business,train
微胖女生，梨形身材，遮胯显瘦的裤子有吗？,0,knowledge_qa,train
车载香水味道太淡，闻不到,1,business,train
可以只退其中一件商品吗,1,business,train
适合跑步穿的鞋子推荐一下,0,knowledge_qa,train
净水器安装完，废水比不对，师傅说正常？,3,escalate,train
金链子断了，焊接处有焊点，不美观,1,business,train
买的电子书能转成PDF吗？,0,knowledge_qa,train
送女朋友，预算5000，项链还是手链好？,0,knowledge_qa,train
钢琴烤漆有划痕，新琴就这样？,3,escalate,train
车充不好,1,business,train
代练坏了,1,business,train
发票开错了，重开要等7个工作日，财务要杀了我,1,business,train
等了这么久还没发货,3,escalate,train
狗绝育后伤口渗液，需要马上送医院吗？,1,business,train
洁面，温和不紧绷，有推荐吗,0,knowledge_qa,train
鲜花说好的情人节当天到，结果第二天才送，晚了！,3,escalate,train
沙发保价多久？明天降价退差价吗,0,knowledge_qa,train
抱枕能不能改送货时间？周末家里没人,1,business,train
在吗？问个事,0,knowledge_qa,train
金饰刻字服务，刻完什么时候能发货？,1,business,train
空调安装完，内机异响，风轮坏了？,1,business,train
面料扎人吗，我皮肤敏感，一碰就红,0,knowledge_qa,train
粉底液色号选错了，还没发货能改吗,1,business,train
尺码不合适，但吊牌剪了，还能换吗？,1,business,train
医美项目做完，效果维持多久？,0,knowledge_qa,train
祝你工作顺利,0,knowledge_qa,train
在吗在吗？书急事！,0,knowledge_qa,train
会员到期没提醒，自动扣费了,3,escalate,train
玉镯坏了,1,business,train
医美咨询说“无恢复期”，结果肿了一周，骗人！,3,escalate,train
说是“全新未拆”，结果书角有折痕，二手当新卖？,3,escalate,train
赠品说是“限量”，结果问谁都说有，限量个鬼啊,3,escalate,train
哈哈哈，你这机器人还挺懂数码,0,knowledge_qa,train
充值100送20，是送余额还是送积分？,0,knowledge_qa,train
行车记录仪晚上拍的车牌全是反光，根本看不清,1,business,train
帮我推荐一款千元手机,0,knowledge_qa,train
保养套餐现在买，双十一能用吗？,0,knowledge_qa,train
奶粉收到罐子瘪了，还能喝吗？能换吗,1,business,train
快递员不打电话直接放驿站，我腿脚不便咋拿？,1,business,train
机油是0W-20还是5W-30？我的车是2.0T,0,knowledge_qa,train
能不能让快递晚上8点后再送，白天家里没人,1,business,train
录入：签名确认即视为包裹完好,2,knowledge_mgmt,train
小说能不能备注“放门口”？别敲门,1,business,train
说是A类面料，有检测报告吗？给孩子穿不放心,0,knowledge_qa,train
车载香薰的夹子断了，夹不住出风口,1,business,train
帮我添加：新品上架需同步更新知识库,2,knowledge_mgmt,train
小说翻译机翻，语句不通，这是正版？,3,escalate,train
人工客服在吗？机器人听不懂家居需求,0,knowledge_qa,train
学生购买有优惠吗,0,knowledge_qa,train
行车记录仪不能循环录像了，提示内存满,1,business,train
混动车用什么机油？有推荐吗？,0,knowledge_qa,train
有没有那种洗了不褪色还不缩水的T恤，烦死了,0,knowledge_qa,train
记下来：防晒霜SPF50适合油性皮肤,2,knowledge_mgmt,train
宠物驱虫后拉稀，正常吗？,1,business,train
猫粮换粮后呕吐，客服说是正常适应期？,1,business,train
记一条：物流投诉处理时效为4小时,2,knowledge_mgmt,train
有什么好用的无线鼠标推荐,0,knowledge_qa,train
手机发货了吗？急用，明天要出差,1,business,train
配件到了吗？维修师傅说在等配件,1,business,train
车载香水漏液了，把中控台腐蚀了,3,escalate,train
宠物猫是英短，想买个猫抓板，不掉屑的,0,knowledge_qa,train
你们这系统是不是又崩了？API调不通,0,knowledge_qa,train
抗老精华，预算500，A醇还是胜肽？,0,knowledge_qa,train
盆栽坏了,1,business,train
车垫不好,1,business,train
多肉植物收到化水了，夏天发这种货不是害人吗,1,business,train
车载香薰不好,1,business,train
登山杖杖尖掉了，才用两次，怎么补,1,business,train
定制抱枕套尺寸做小了，塞不进芯,1,business,train
这台空调一级能效还是二级能效,0,knowledge_qa,train
体检报告什么时候出？急用入职,1,business,train
买10个授权，能不能送1个？,0,knowledge_qa,train
能不能备注“务必本人签收”，别又给我放门口,1,business,train
书物流显示“派送中”，但快递员不接电话,1,business,train
定制抱枕套图案印反了,3,escalate,train
洗碗机坏了,1,business,train
录入：满299减50，满599减120，可叠加店铺券,2,knowledge_mgmt,train
这都第5天了还在“运输中”，是去西天取经吗？,1,business,train
跑步用的，膝盖不好，缓震要好，别推那种薄底的,0,knowledge_qa,train
这款瑜伽垫会不会有异味,0,knowledge_qa,train
快递显示签收，我打电话给快递员，他说没送，互相踢皮球？,3,escalate,train
绿植收到有虫子，爬了一桌子,3,escalate,train
智能锁安装完，指纹识别不灵，是不是锁坏了？,1,business,train
这个锅是麦饭石色还是真麦饭石？涂层掉了有毒不？,0,knowledge_qa,train
设计稿源文件不给，说是要加钱,3,escalate,train
烤箱不好,1,business,train
床垫味道太大，晾了一周还有，甲醛超标？,3,escalate,train
能不能把收货时间改成周六，工作日家里没人,1,business,train
豆浆机预约功能没用，到点没启动,1,business,train
这个平板可以插SIM卡吗,0,knowledge_qa,train
漫展票能退吗？行程有变,1,business,train
充值的话费怎么退？充错了号码,1,business,train
满减券能和店铺券叠加吗？算下来到底多少钱？,0,knowledge_qa,train
衣服起球严重，才穿两次，质量太差了,3,escalate,train
翡翠手镯有裂纹，你们发货前不检查的吗？,1,business,train
这款电吹风有负离子功能吗,0,knowledge_qa,train
地址填错了，还没揽收，赶紧改！不然拒收！,1,business,train
花苗不好,1,business,train
今天价格比昨天便宜吗,0,knowledge_qa,train
精华液是滴管还是按压泵？卫生吗,0,knowledge_qa,train
定制衣柜安装完，抽屉轨道歪了，拉不动？,1,business,train
露营椅，轻便，承重好，有推荐吗,0,knowledge_qa,train
海鲜有没有直播间专属价？比店铺便宜吗,0,knowledge_qa,train
这本书是第几版？有没有最新勘误表,0,knowledge_qa,train
帮我添加：商户保证金在退店后30天退还,2,knowledge_mgmt,train
尺码不合适，换货运费谁出？有运费险吗？,0,knowledge_qa,train
录入知识：新商户需完成认证后才能上传知识,2,knowledge_mgmt,train
把这条加入知识库：客服满意度低于80%需培训,2,knowledge_mgmt,train
演唱会门票买错了日期，能改期吗？,1,business,train
二手手机保修期刚过就黑屏，真就这么寸？,1,business,train
帮我记录：退款时效1-3个工作日，原路返回,2,knowledge_mgmt,train
车座套褪色，把裤子染黑了,3,escalate,train
记录：赠品不参与售后，请知悉,2,knowledge_mgmt,train
全屋定制安装完，柜体不平，门对不齐，怎么调？,1,business,train
网课不好,1,business,train
猫绝育后伤口裂开，需要缝合吗？,1,business,train
定制T恤洗了一次就掉色，把白T恤染花了,3,escalate,train
说是7天无理由，结果说“影响二次销售”不给退？,1,business,train
租房党，想要个搬家能带走的小冰箱，别太吵,0,knowledge_qa,train
洗碗机不好,1,business,train
买的视频会员能共享吗？,0,knowledge_qa,train
汽车脚垫有异味，晾了一周还有,1,business,train
话剧票能转赠吗？实名制怎么弄？,0,knowledge_qa,train
人工！人工！企业采购急事！别发自动回复！,0,knowledge_qa,train
漫画印刷重影，看着头晕，怎么换,1,business,train
小说有没有直播间专属价？,0,knowledge_qa,train
物流什么时候更新啊,1,business,train
还能参加618活动吗,0,knowledge_qa,train
这个鼠标是静音按键吗,0,knowledge_qa,train
跑鞋是碳板还是尼龙板？适合慢跑吗,0,knowledge_qa,train
保存：订单金额超过5000需人工审核,2,knowledge_mgmt,train
有没有那种能进洗碗机的锅，手洗真的会谢,0,knowledge_qa,train
物流信息写“拒签”，但我没拒签啊，搞什么鬼,1,business,train
卸妆油发票还没开，抬头改成公司,1,business,train
新能源车用什么机油？还是不用机油？,0,knowledge_qa,train
退货退款选“不喜欢”，会不会影响我账号信誉,1,business,train
宠物驱虫后吐了，是不是药有问题？,3,escalate,train
奶粉推荐个适合乳糖不耐受的，别推错了,0,knowledge_qa,train
定制水杯的图案印歪了，歪得离谱,3,escalate,train
存一下：配送范围以快递公司覆盖区域为准,2,knowledge_mgmt,train
空调安装师傅把墙钻坏了，还弄脏了壁纸，谁赔？,3,escalate,train
买回来就是坏的太离谱了,3,escalate,train
空调安装完，不制冷，是不是缺氟？,1,business,train
近视手术术后视力回退，能再手术吗？,0,knowledge_qa,train
医美注射后结节，多久能消？,1,business,train
生鲜坏果包赔吗？怎么算坏果,1,business,train
睡袋尺码选错了，还没发货能改吗,1,business,train
这个摄像头支持夜视吗,0,knowledge_qa,train
商品坏了可以补发吗,1,business,train
跑鞋磨脚，才穿一次就起泡，设计缺陷！,3,escalate,train
方向盘套味道太大，熏得头晕,1,business,train
会员不能多设备登录，太不方便了,1,business,train
行车记录仪时间不准，总是慢几分钟,1,business,train
电风扇吹出来的风有股塑料味，是不是电机烧了？,1,business,train
水晶有冰裂，你们说是天然的,1,business,train
这价格比隔壁贵20，你们有啥优势啊,0,knowledge_qa,train
添加知识：本店电子产品质保一年，人为损坏不保修,2,knowledge_mgmt,train
现在买宠物主粮有满减活动吗？想囤点,0,knowledge_qa,train
记下来：电子发票和纸质发票具有同等效力,2,knowledge_mgmt,train
小说能不能备注“不要腰封”？送人,1,business,train
帮我存一条知识：商品参数以详情页为准,2,knowledge_mgmt,train
能不能改发顺丰，补差价我出，中通真的慢,1,business,train
定制家具板材有刺鼻味道，客服说“通风就好”，甲醛超标？,3,escalate,train
你们这系统是不是又崩了？半天不回话,0,knowledge_qa,train
卧室窗帘，全遮光，助眠，有推荐吗,0,knowledge_qa,train
空调安装师傅把墙钻坏了，谁赔？,3,escalate,train
演唱会门票买错日期了，能改签到下周吗？,1,business,train
帮我存一条知识：签名确认即视为包裹完好,2,knowledge_mgmt,train
窗帘保价多久？明天降价退差价吗,0,knowledge_qa,train
服务器扩容后，配置什么时候生效？,1,business,train
海鲜快递显示“已签收”，但我没收到啊,1,business,train
车垫有划痕,1,business,train
这个充电宝可以带上飞机吗,0,knowledge_qa,train
二手平台担保交易，卖家一直不发货，也不退款？,3,escalate,train
这质量也太差了吧,3,escalate,train
跑鞋开胶了，才跑50公里，质量不行啊,1,business,train
智能锁安装完，指纹识别一直不灵，是不是锁坏了？,1,business,train
盆栽收到花盆碎了，土撒了一车,1,business,train
游戏点卡兑换码刮不开，看不清数字,1,business,train
现在下单送那个洗脸巾吗？还是只有前100名送？,0,knowledge_qa,train
演唱会门票能改日期吗？临时有事,1,business,train
金链子断了,1,business,train
猫传腹打针位置有个硬包，摸着它还叫，正常吗？,1,business,train
夏天穿不闷的防晒衣，UPF50+的有吗？,0,knowledge_qa,train
定制钢笔墨水颜色不对，我要蓝黑，发成纯蓝了,1,business,train
帮我添加：赠品不参与售后，请知悉,2,knowledge_mgmt,train
这个锅可以用电磁炉吗,0,knowledge_qa,train
鲜花坏了,1,business,train
腮红飞粉严重，像在脸上撒面粉，怎么用！,3,escalate,train
平板主要给孩子上网课，护眼屏的推荐哪款？,0,knowledge_qa,train
在吗？问个宠物用品的事,0,knowledge_qa,train
汽车坐垫褪色了，把裤子染蓝了,3,escalate,train
体检预约满了，能不能加号？急！,1,business,train
宠物寄养期间走丢，你们赔多少？,3,escalate,train
客服回复也太慢了吧,3,escalate,train
推荐一款适合拍照的手机,0,knowledge_qa,train
体检报告出错了，名字都对不上，怎么改？,1,business,train
蓝宝石颜色跟图片差太多，这叫皇家蓝？,3,escalate,train
猫绝育后不吃不喝，急死了，怎么办？,1,business,train
维修点说没配件，让我等一个月，这什么效率？,3,escalate,train
存入知识库：海外购商品不支持7天无理由,2,knowledge_mgmt,train
维修费太贵了，能不能免个检测费？,0,knowledge_qa,train
琥珀里面有气泡，是不是假的,1,business,train
物流信息怎么一直不更新,1,business,train
花苗坏了,1,business,train
感谢你的耐心解答,0,knowledge_qa,train
虚拟商品说“永久有效”，结果3个月就失效，骗子？,3,escalate,train
钢琴运过来琴键卡住了，弹不出声，急死人了,1,business,train
上传规则：知识条目过期后自动下架,2,knowledge_mgmt,train
热水器安装费收了300块，明细发我看看,0,knowledge_qa,train
帮我记一下：所有护肤品标明生产日期和保质期,2,knowledge_mgmt,train
置物架螺丝少了，装不上，怎么补,1,business,train
猫罐头打开有股酸味，是不是变质了？,1,business,train
空调安装完，外机噪音大，邻居投诉了,3,escalate,train
把这条加入知识库：手机激活后不支持无理由退货,2,knowledge_mgmt,train
满多少可以减钱,0,knowledge_qa,train
帮忙录入：同一客户重复投诉需升级处理,2,knowledge_mgmt,train
游戏皮肤怎么领？兑换码在哪输入？,0,knowledge_qa,train
炉头漏气，差点着火，安全隐患！,3,escalate,train
猫粮换粮后软便，客服说是正常适应期？骗谁呢！,1,business,train
这个榨汁机清洗方便吗,0,knowledge_qa,train
行吧，那我再等等，别耽误我用手机啊,0,knowledge_qa,train
儿童安全座椅接口是ISOFIX的还是LATCH的？,0,knowledge_qa,train
粉底液买一送一，送的也是正装吗？,0,knowledge_qa,train
帮我记录一下：商户退出时知识库数据保留30天,2,knowledge_mgmt,train
二手退款怎么还没到账？都过48小时了,1,business,train
录入知识：商户上传文件最大支持50MB,2,knowledge_mgmt,train
帮我添加：店铺支持花呗分期和信用卡,2,knowledge_mgmt,train
想要个能跑Stable,Diffusion的显卡，显存12G以上,0,knowledge_qa,train
浴室置物架，免打孔，承重好，有推荐吗,0,knowledge_qa,train
车载充电器发热严重，烫手，不敢用了,1,business,train
冰箱不好,1,business,train
扫地机器人总是掉下台阶，建图不准,1,business,train
冰箱门关不严,1,business,train
这个帮我记住：快递默认中通，可备注顺丰到付,2,knowledge_mgmt,train
添加知识：物流异常需主动通知客户,2,knowledge_mgmt,train
演出取消，退票手续费30%，这不合理吧？,3,escalate,train
宠物疫苗本信息错了，能改吗？,1,business,train
客服一直没人回复,3,escalate,train
快递是不是丢件了,1,business,train
海鲜是活鲜发货还是冰鲜？到手还能活吗,0,knowledge_qa,train
记一条：客户投诉24小时内必须有回复,2,knowledge_mgmt,train
车载手机支架夹不紧，一过减速带就掉了,1,business,train
购物体验太差了,3,escalate,train
这批货能开13%增值税专用发票吗？,0,knowledge_qa,train
演唱会门票能退吗？生病去不了,1,business,train
记录：新疆西藏等偏远地区需补运费差价,2,knowledge_mgmt,train
书角磕碰了，送人的，能换吗,1,business,train
这款口红容易掉色吗,0,knowledge_qa,train
软件闪退，打不开，急用,1,business,train
支持PD快充吗，我那个65W头能不能用,0,knowledge_qa,train
洗衣机洗完衣服有黑渣，是不是内筒脏了,1,business,train
盆栽收到土里有虫卵，太恶心了,3,escalate,train
批量货能不能拆单，先发50件急用？,1,business,train
主板烧了，说是进水，但我没进过水！,3,escalate,train
窗帘色差太大，直播间是米白，收到是黄黄，坑！,3,escalate,train
宠物疫苗打错剂量了，有事吗？,3,escalate,train
狗绝育后伤口渗液，需要去医院吗？,1,business,train
你们发的什么破东西,3,escalate,train
车载吸尘器续航太短，吸一半没电了,1,business,train
定制家具的发票还没开，抬头改成公司名,1,business,train
手机内存256G够用吗？能存多少照片,0,knowledge_qa,train
猫绝育后尿闭，急死了，怎么办？,1,business,train
说是7天无理由，结果说“影响二次销售”不给退,1,business,train
美白精华，温和不刺激，有推荐吗,0,knowledge_qa,train
